,timestamp,tag,description,condition
2192470,2022-01-26 09:00:57,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW
2193516,2022-01-26 09:18:23,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
2193893,2022-01-26 09:24:40,HS102B,P-102B MOTOR FAULT,FAULT RECOVERED
2194324,2022-01-26 09:31:51,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT RECOVERED
2194370,2022-01-26 09:32:37,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW
2194943,2022-01-26 09:42:10,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH HIGH
2195007,2022-01-26 09:43:14,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW RECOVERED
2195156,2022-01-26 09:45:43,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH
2196141,2022-01-26 10:02:08,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW RECOVERED
2196316,2022-01-26 10:05:03,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
2197188,2022-01-26 10:19:35,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH
2197400,2022-01-26 10:23:07,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH RECOVERED
2197578,2022-01-26 10:26:05,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW
2197669,2022-01-26 10:27:36,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW
2198587,2022-01-26 10:42:54,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW
2198835,2022-01-26 10:47:02,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW
2199076,2022-01-26 10:51:03,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW
2199319,2022-01-26 10:55:06,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW
2199711,2022-01-26 11:01:38,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW RECOVERED
2199817,2022-01-26 11:03:24,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH HIGH RECOVERED
2200287,2022-01-26 11:11:14,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH RECOVERED
2200416,2022-01-26 11:13:23,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
2200535,2022-01-26 11:15:22,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH
2200979,2022-01-26 11:22:46,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
2201156,2022-01-26 11:25:43,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW
2201161,2022-01-26 11:25:48,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW
2201453,2022-01-26 11:30:40,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH HIGH
2201718,2022-01-26 11:35:05,PI101,T-101 DISTILLATION COLUMN PRESSURE,LOW
2201725,2022-01-26 11:35:12,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW LOW
2201983,2022-01-26 11:39:30,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
2202257,2022-01-26 11:44:04,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW RECOVERED
2202314,2022-01-26 11:45:01,FI105,BENZENE PRODUCT FLOW,FAULT
2202537,2022-01-26 11:48:44,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
2202649,2022-01-26 11:50:36,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW LOW RECOVERED
2203116,2022-01-26 11:58:23,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW RECOVERED
2203250,2022-01-26 12:00:37,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH
2203739,2022-01-26 12:08:46,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW RECOVERED
2204280,2022-01-26 12:17:47,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
2204317,2022-01-26 12:18:24,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
2204386,2022-01-26 12:19:33,FI105,BENZENE PRODUCT FLOW,FAULT RECOVERED
2205018,2022-01-26 12:30:05,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW RECOVERED
2205049,2022-01-26 12:30:36,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW
2205269,2022-01-26 12:34:16,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH HIGH RECOVERED
2205367,2022-01-26 12:35:54,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW RECOVERED
2205858,2022-01-26 12:44:05,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW RECOVERED
2206237,2022-01-26 12:50:24,PI101,T-101 DISTILLATION COLUMN PRESSURE,LOW RECOVERED
2206370,2022-01-26 12:52:37,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
2206496,2022-01-26 12:54:43,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW RECOVERED
2207291,2022-01-26 13:07:58,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW RECOVERED
2207963,2022-01-26 13:19:10,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH RECOVERED
2208321,2022-01-26 13:25:08,PI101,T-101 DISTILLATION COLUMN PRESSURE,LOW LOW
2209307,2022-01-26 13:41:34,PI101,T-101 DISTILLATION COLUMN PRESSURE,LOW LOW RECOVERED
2209807,2022-01-26 13:49:54,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
2209930,2022-01-26 13:51:57,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW
2210056,2022-01-26 13:54:03,FI110,TOLUENE PRODUCT FLOW,LOW
2210274,2022-01-26 13:57:41,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW LOW
2210478,2022-01-26 14:01:05,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
2211065,2022-01-26 14:10:52,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH
2211650,2022-01-26 14:20:37,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW
2212214,2022-01-26 14:30:01,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW RECOVERED
2212948,2022-01-26 14:42:15,FI106,E-106 REBOILER INLET FLOW,HIGH
2213067,2022-01-26 14:44:14,PI106,E-106 REBOILER INLET PRESSURE,HIGH
2213931,2022-01-26 14:58:38,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW LOW RECOVERED
2214416,2022-01-26 15:06:43,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH RECOVERED
2215171,2022-01-26 15:19:18,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH
2215562,2022-01-26 15:25:49,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH
2216323,2022-01-26 15:38:30,HS102B,P-102B MOTOR FAULT,FAULT
2216619,2022-01-26 15:43:26,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH
2216798,2022-01-26 15:46:25,PI106,E-106 REBOILER INLET PRESSURE,HIGH RECOVERED
2217035,2022-01-26 15:50:22,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH
2217266,2022-01-26 15:54:13,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
2217435,2022-01-26 15:57:02,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH RECOVERED
2218056,2022-01-26 16:07:23,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW RECOVERED
2218758,2022-01-26 16:19:05,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH RECOVERED
2218949,2022-01-26 16:22:16,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH RECOVERED
2219454,2022-01-26 16:30:41,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
2219882,2022-01-26 16:37:49,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW
2219988,2022-01-26 16:39:35,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT RECOVERED
2220071,2022-01-26 16:40:58,HS102B,P-102B MOTOR FAULT,FAULT RECOVERED
2221176,2022-01-26 16:59:23,FI106,E-106 REBOILER INLET FLOW,LOW
2221234,2022-01-26 17:00:21,FI110,TOLUENE PRODUCT FLOW,LOW
2221697,2022-01-26 17:08:04,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW LOW
2221752,2022-01-26 17:08:59,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT
2222081,2022-01-26 17:14:28,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH RECOVERED
2222879,2022-01-26 17:27:46,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW RECOVERED
2222924,2022-01-26 17:28:31,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
2223778,2022-01-26 17:42:45,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT
2223871,2022-01-26 17:44:18,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH
2223977,2022-01-26 17:46:04,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT RECOVERED
2224111,2022-01-26 17:48:18,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
2225313,2022-01-26 18:08:20,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH
2225501,2022-01-26 18:11:28,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW
2225561,2022-01-26 18:12:28,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW
2225960,2022-01-26 18:19:07,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
2226785,2022-01-26 18:32:52,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW LOW RECOVERED
2226946,2022-01-26 18:35:33,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW
2227038,2022-01-26 18:37:05,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH RECOVERED
2227883,2022-01-26 18:51:10,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW RECOVERED
2228192,2022-01-26 18:56:19,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW RECOVERED
2228761,2022-01-26 19:05:48,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT
2230474,2022-01-26 19:34:21,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW RECOVERED
2230554,2022-01-26 19:35:41,FI110,TOLUENE PRODUCT FLOW,FAULT
2230794,2022-01-26 19:39:41,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT RECOVERED
2231334,2022-01-26 19:48:41,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH RECOVERED
2232544,2022-01-26 20:08:51,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
2233296,2022-01-26 20:21:23,HS102B,P-102B VIBRATION HI,FAULT
2233973,2022-01-26 20:32:40,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH HIGH
2234039,2022-01-26 20:33:46,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT
2234263,2022-01-26 20:37:30,FI106,E-106 REBOILER INLET FLOW,LOW
2234280,2022-01-26 20:37:47,PI106,E-106 REBOILER INLET PRESSURE,LOW
2234312,2022-01-26 20:38:19,TI106,E-106 REBOILER INLET TEMPERATURE,LOW
2234329,2022-01-26 20:38:36,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW
2234363,2022-01-26 20:39:10,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH
2234364,2022-01-26 20:39:11,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH
2234409,2022-01-26 20:39:56,FI110,TOLUENE PRODUCT FLOW,LOW
2234661,2022-01-26 20:44:08,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
2234676,2022-01-26 20:44:23,PI106,E-106 REBOILER INLET PRESSURE,LOW RECOVERED
2234707,2022-01-26 20:44:54,TI106,E-106 REBOILER INLET TEMPERATURE,LOW RECOVERED
2234722,2022-01-26 20:45:09,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW RECOVERED
2234755,2022-01-26 20:45:42,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH RECOVERED
2234757,2022-01-26 20:45:44,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH RECOVERED
2234805,2022-01-26 20:46:32,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
2234842,2022-01-26 20:47:09,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH
2236355,2022-01-26 21:12:22,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT
2236734,2022-01-26 21:18:41,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW
2238141,2022-01-26 21:42:08,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
2238272,2022-01-26 21:44:19,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
2238436,2022-01-26 21:47:03,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW
2238454,2022-01-26 21:47:21,FI110,TOLUENE PRODUCT FLOW,FAULT RECOVERED
2238566,2022-01-26 21:49:13,HS102B,P-102B VIBRATION HI,FAULT
2239144,2022-01-26 21:58:51,PI106,E-106 REBOILER INLET PRESSURE,HIGH
2239254,2022-01-26 22:00:41,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH RECOVERED
2239582,2022-01-26 22:06:09,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH HIGH RECOVERED
2240002,2022-01-26 22:13:09,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT RECOVERED
2240471,2022-01-26 22:20:58,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT RECOVERED
2241114,2022-01-26 22:31:41,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW LOW
2241365,2022-01-26 22:35:52,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW RECOVERED
2241441,2022-01-26 22:37:08,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
2241700,2022-01-26 22:41:27,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
2241936,2022-01-26 22:45:23,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH
2242114,2022-01-26 22:48:21,PI106,E-106 REBOILER INLET PRESSURE,HIGH RECOVERED
2242406,2022-01-26 22:53:13,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
2242428,2022-01-26 22:53:35,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW RECOVERED
2243446,2022-01-26 23:10:33,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
2243834,2022-01-26 23:17:01,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
2244016,2022-01-26 23:20:03,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW
2244380,2022-01-26 23:26:07,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH RECOVERED
2244460,2022-01-26 23:27:27,HS102A,P-102A MOTOR FAULT,FAULT
2245369,2022-01-26 23:42:36,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW LOW RECOVERED
2246749,2022-01-27 00:05:36,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW RECOVERED
2247110,2022-01-27 00:11:37,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH
2247198,2022-01-27 00:13:05,HS102A,P-102A MOTOR FAULT,FAULT RECOVERED
2249333,2022-01-27 00:48:40,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
2250104,2022-01-27 01:01:31,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,FAULT
2251864,2022-01-27 01:30:51,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH RECOVERED
2252259,2022-01-27 01:37:26,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH HIGH
2252325,2022-01-27 01:38:32,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH
2252350,2022-01-27 01:38:57,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
2252755,2022-01-27 01:45:42,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
2253329,2022-01-27 01:55:16,TI106,E-106 REBOILER INLET TEMPERATURE,LOW
2253384,2022-01-27 01:56:11,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT
2253818,2022-01-27 02:03:25,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH HIGH
2254874,2022-01-27 02:21:01,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,FAULT RECOVERED
2255085,2022-01-27 02:24:32,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
2255257,2022-01-27 02:27:24,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH HIGH RECOVERED
2255810,2022-01-27 02:36:37,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
2256663,2022-01-27 02:50:50,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH RECOVERED
2257358,2022-01-27 03:02:25,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT RECOVERED
2257644,2022-01-27 03:07:11,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
2257688,2022-01-27 03:07:55,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW
2258607,2022-01-27 03:23:14,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
2259423,2022-01-27 03:36:50,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH HIGH RECOVERED
2259521,2022-01-27 03:38:28,TI106,E-106 REBOILER INLET TEMPERATURE,LOW RECOVERED
2259814,2022-01-27 03:43:21,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
2260265,2022-01-27 03:50:52,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
2260266,2022-01-27 03:50:53,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH
2261886,2022-01-27 04:17:53,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW
2261904,2022-01-27 04:18:11,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH
2262307,2022-01-27 04:24:54,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
2263756,2022-01-27 04:49:03,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
2263942,2022-01-27 04:52:09,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
2264297,2022-01-27 04:58:04,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
2264889,2022-01-27 05:07:56,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
2265429,2022-01-27 05:16:56,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
2265593,2022-01-27 05:19:40,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
2265652,2022-01-27 05:20:39,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW
2265688,2022-01-27 05:21:15,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW RECOVERED
2265952,2022-01-27 05:25:39,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
2266810,2022-01-27 05:39:57,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH RECOVERED
2267100,2022-01-27 05:44:47,PI101,T-101 DISTILLATION COLUMN PRESSURE,LOW LOW
2267151,2022-01-27 05:45:38,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
2267880,2022-01-27 05:57:47,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH RECOVERED
2267889,2022-01-27 05:57:56,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH
2268036,2022-01-27 06:00:23,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
2268229,2022-01-27 06:03:36,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH
2268320,2022-01-27 06:05:07,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
2268597,2022-01-27 06:09:44,PI101,T-101 DISTILLATION COLUMN PRESSURE,LOW LOW RECOVERED
2268709,2022-01-27 06:11:36,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
2269636,2022-01-27 06:27:03,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH RECOVERED
2271612,2022-01-27 06:59:59,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
2271707,2022-01-27 07:01:34,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW
2271852,2022-01-27 07:03:59,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT
2271972,2022-01-27 07:05:59,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW
2273192,2022-01-27 07:26:19,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH RECOVERED
2273484,2022-01-27 07:31:11,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
2273493,2022-01-27 07:31:20,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
2274324,2022-01-27 07:45:11,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
2274339,2022-01-27 07:45:26,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW RECOVERED
2274471,2022-01-27 07:47:38,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT RECOVERED
2275151,2022-01-27 07:58:58,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW RECOVERED
2278455,2022-01-27 08:54:02,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW RECOVERED
2278566,2022-01-27 08:55:53,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH
2280407,2022-01-27 09:26:34,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW
2281948,2022-01-27 09:52:15,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW LOW
2282322,2022-01-27 09:58:29,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW
2282494,2022-01-27 10:01:21,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH RECOVERED
2282689,2022-01-27 10:04:36,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW
2283060,2022-01-27 10:10:47,FI106,E-106 REBOILER INLET FLOW,HIGH
2283915,2022-01-27 10:25:02,FI105,BENZENE PRODUCT FLOW,FAULT
2283958,2022-01-27 10:25:45,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
2285350,2022-01-27 10:48:57,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW RECOVERED
2285717,2022-01-27 10:55:04,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH HIGH RECOVERED
2285725,2022-01-27 10:55:12,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
2285854,2022-01-27 10:57:21,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH HIGH
2286210,2022-01-27 11:03:17,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
2286683,2022-01-27 11:11:10,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW RECOVERED
2287188,2022-01-27 11:19:35,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW LOW RECOVERED
2287452,2022-01-27 11:23:59,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
2287493,2022-01-27 11:24:40,FI105,BENZENE PRODUCT FLOW,FAULT RECOVERED
2288363,2022-01-27 11:39:10,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW RECOVERED
2288751,2022-01-27 11:45:38,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
2289220,2022-01-27 11:53:27,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH
2289315,2022-01-27 11:55:02,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
2290603,2022-01-27 12:16:30,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH HIGH
2290809,2022-01-27 12:19:56,TI107,E-106 REBOILER OUTLET TEMPERATURE,FAULT
2291233,2022-01-27 12:27:00,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH RECOVERED
2292471,2022-01-27 12:47:38,TI107,E-106 REBOILER OUTLET TEMPERATURE,FAULT RECOVERED
2293472,2022-01-27 13:04:19,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
2293480,2022-01-27 13:04:27,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT
2293672,2022-01-27 13:07:39,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH HIGH RECOVERED
2293736,2022-01-27 13:08:43,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
2294704,2022-01-27 13:24:51,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW
2295026,2022-01-27 13:30:13,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
2295466,2022-01-27 13:37:33,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
2295528,2022-01-27 13:38:35,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
2296154,2022-01-27 13:49:01,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW
2296180,2022-01-27 13:49:27,FI105,BENZENE PRODUCT FLOW,FAULT
2297077,2022-01-27 14:04:24,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
2298780,2022-01-27 14:32:47,FI105,BENZENE PRODUCT FLOW,FAULT RECOVERED
2298899,2022-01-27 14:34:46,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
2299090,2022-01-27 14:37:57,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW RECOVERED
2299114,2022-01-27 14:38:21,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
2299206,2022-01-27 14:39:53,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
2299608,2022-01-27 14:46:35,FI110,TOLUENE PRODUCT FLOW,FAULT
