index,timestamp,tag,description,condition
15113,2026-01-06 07:27:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15114,2026-01-06 07:28:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15115,2026-01-06 07:29:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15116,2026-01-06 07:29:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15117,2026-01-06 07:29:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15118,2026-01-06 07:29:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
15119,2026-01-06 07:30:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15120,2026-01-06 07:30:12.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
15121,2026-01-06 07:30:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15122,2026-01-06 07:31:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15123,2026-01-06 07:31:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15124,2026-01-06 07:31:30.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
15125,2026-01-06 07:31:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15126,2026-01-06 07:32:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15127,2026-01-06 07:32:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15128,2026-01-06 07:33:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15129,2026-01-06 07:33:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15130,2026-01-06 07:33:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15131,2026-01-06 07:34:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15132,2026-01-06 07:34:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15133,2026-01-06 07:34:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15134,2026-01-06 07:35:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
15135,2026-01-06 07:35:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15136,2026-01-06 07:35:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
15137,2026-01-06 07:35:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15138,2026-01-06 07:35:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15139,2026-01-06 07:36:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15140,2026-01-06 07:36:07.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
15141,2026-01-06 07:37:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15142,2026-01-06 07:37:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15143,2026-01-06 07:37:30.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
15144,2026-01-06 07:38:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15145,2026-01-06 07:38:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15146,2026-01-06 07:39:30.000,TI108,E-106 REBOILER INLET TEMPERATURE,HIGH
15147,2026-01-06 07:40:00.000,HS102A,P-102A REFLUX PUMP MOTOR,TRIP
15148,2026-01-06 07:40:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15149,2026-01-06 07:40:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
15150,2026-01-06 07:40:30.000,TI108,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
15151,2026-01-06 07:40:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15152,2026-01-06 07:41:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15153,2026-01-06 07:41:30.000,PI201,STEAM HEADER PRESSURE,HIGH
15154,2026-01-06 07:42:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
15155,2026-01-06 07:42:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
15156,2026-01-06 07:42:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
15157,2026-01-06 07:43:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15158,2026-01-06 07:43:00.000,PI201,STEAM HEADER PRESSURE,HIGH RECOVERED
15159,2026-01-06 07:43:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15160,2026-01-06 07:44:30.000,PI100,COLUMN FEED PRESSURE,HIGH
15161,2026-01-06 07:45:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15162,2026-01-06 07:46:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15163,2026-01-06 07:46:00.000,PI100,COLUMN FEED PRESSURE,HIGH RECOVERED
15164,2026-01-06 07:46:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15165,2026-01-06 07:46:30.000,HS102A,P-102A REFLUX PUMP MOTOR,TRIP RECOVERED
15166,2026-01-06 07:47:30.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD
15167,2026-01-06 07:47:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15168,2026-01-06 07:48:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15169,2026-01-06 07:49:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15170,2026-01-06 07:50:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15171,2026-01-06 07:50:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
15172,2026-01-06 07:50:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15173,2026-01-06 07:51:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15174,2026-01-06 07:52:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15175,2026-01-06 07:52:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
15176,2026-01-06 07:52:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
15177,2026-01-06 07:52:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15178,2026-01-06 07:53:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
15179,2026-01-06 07:53:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
15180,2026-01-06 07:53:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15181,2026-01-06 07:53:30.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD RECOVERED
15182,2026-01-06 07:56:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15183,2026-01-06 07:56:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15184,2026-01-06 07:56:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15185,2026-01-06 07:57:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15186,2026-01-06 08:00:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15187,2026-01-06 08:00:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15188,2026-01-06 08:01:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,OVERLOAD
15189,2026-01-06 08:01:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15190,2026-01-06 08:01:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15191,2026-01-06 08:01:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15192,2026-01-06 08:02:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
15193,2026-01-06 08:02:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,OVERLOAD RECOVERED
15194,2026-01-06 08:03:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15195,2026-01-06 08:03:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
15196,2026-01-06 08:03:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15197,2026-01-06 08:04:00.000,FI111,BENZENE PRODUCT FLOW,LOW
15198,2026-01-06 08:04:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15199,2026-01-06 08:05:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15200,2026-01-06 08:07:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
15201,2026-01-06 08:08:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
15202,2026-01-06 08:08:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15203,2026-01-06 08:09:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15204,2026-01-06 08:10:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15205,2026-01-06 08:10:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15206,2026-01-06 08:11:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
15207,2026-01-06 08:11:00.000,FI100,COLUMN FEED FLOW,LOW
15208,2026-01-06 08:11:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15209,2026-01-06 08:12:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
15210,2026-01-06 08:12:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15211,2026-01-06 08:12:30.000,FI107,E-107 COOLING WATER FLOW,FAULT
15212,2026-01-06 08:12:30.000,FI100,COLUMN FEED FLOW,LOW RECOVERED
15213,2026-01-06 08:13:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15214,2026-01-06 08:13:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15215,2026-01-06 08:14:00.000,PI100,COLUMN FEED PRESSURE,HIGH
15216,2026-01-06 08:14:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15217,2026-01-06 08:15:00.000,FI111,BENZENE PRODUCT FLOW,LOW RECOVERED
15218,2026-01-06 08:15:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15219,2026-01-06 08:15:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15220,2026-01-06 08:16:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15221,2026-01-06 08:16:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15222,2026-01-06 08:16:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15223,2026-01-06 08:16:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15224,2026-01-06 08:17:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15225,2026-01-06 08:17:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15226,2026-01-06 08:17:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15227,2026-01-06 08:18:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15228,2026-01-06 08:18:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15229,2026-01-06 08:18:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15230,2026-01-06 08:18:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15231,2026-01-06 08:19:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15232,2026-01-06 08:20:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
15233,2026-01-06 08:21:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15234,2026-01-06 08:21:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
15235,2026-01-06 08:21:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15236,2026-01-06 08:21:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15237,2026-01-06 08:22:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15238,2026-01-06 08:22:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15239,2026-01-06 08:23:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15240,2026-01-06 08:23:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15241,2026-01-06 08:24:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15242,2026-01-06 08:24:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15243,2026-01-06 08:24:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15244,2026-01-06 08:24:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15245,2026-01-06 08:24:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15246,2026-01-06 08:24:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15247,2026-01-06 08:25:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15248,2026-01-06 08:25:30.000,PI100,COLUMN FEED PRESSURE,HIGH RECOVERED
15249,2026-01-06 08:26:00.000,PI201,STEAM HEADER PRESSURE,HIGH
15250,2026-01-06 08:26:00.000,FI107,E-107 COOLING WATER FLOW,FAULT RECOVERED
15251,2026-01-06 08:26:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
15252,2026-01-06 08:27:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15253,2026-01-06 08:28:00.000,PI100,COLUMN FEED PRESSURE,HIGH
15254,2026-01-06 08:28:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15255,2026-01-06 08:29:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
15256,2026-01-06 08:29:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15257,2026-01-06 08:30:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15258,2026-01-06 08:30:00.000,PI201,STEAM HEADER PRESSURE,HIGH RECOVERED
15259,2026-01-06 08:30:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
15260,2026-01-06 08:31:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
15261,2026-01-06 08:32:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15262,2026-01-06 08:32:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
15263,2026-01-06 08:32:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
15264,2026-01-06 08:32:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15265,2026-01-06 08:32:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15266,2026-01-06 08:32:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15267,2026-01-06 08:32:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15268,2026-01-06 08:33:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15269,2026-01-06 08:33:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15270,2026-01-06 08:33:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15271,2026-01-06 08:33:49.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
15272,2026-01-06 08:34:00.000,PI100,COLUMN FEED PRESSURE,HIGH RECOVERED
15273,2026-01-06 08:35:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15274,2026-01-06 08:35:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15275,2026-01-06 08:36:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
15276,2026-01-06 08:36:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15277,2026-01-06 08:36:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15278,2026-01-06 08:36:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15279,2026-01-06 08:40:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15280,2026-01-06 08:40:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15281,2026-01-06 08:41:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
15282,2026-01-06 08:41:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
15283,2026-01-06 08:41:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15284,2026-01-06 08:41:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15285,2026-01-06 08:42:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15286,2026-01-06 08:42:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,FAULT
15287,2026-01-06 08:42:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
15288,2026-01-06 08:42:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15289,2026-01-06 08:43:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15290,2026-01-06 08:43:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
15291,2026-01-06 08:43:30.000,FI110,TOLUENE PRODUCT FLOW,LOW
15292,2026-01-06 08:43:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15293,2026-01-06 08:43:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
15294,2026-01-06 08:44:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
15295,2026-01-06 08:44:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15296,2026-01-06 08:44:30.000,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
15297,2026-01-06 08:44:49.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
15298,2026-01-06 08:45:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15299,2026-01-06 08:45:30.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
15300,2026-01-06 08:46:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
15301,2026-01-06 08:46:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15302,2026-01-06 08:46:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15303,2026-01-06 08:47:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15304,2026-01-06 08:47:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15305,2026-01-06 08:48:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15306,2026-01-06 08:48:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15307,2026-01-06 08:48:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15308,2026-01-06 08:48:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15309,2026-01-06 08:48:30.081,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
15310,2026-01-06 08:48:30.171,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH
15311,2026-01-06 08:48:30.222,PI201,STEAM HEADER PRESSURE,HIGH
15312,2026-01-06 08:48:30.455,PI100,COLUMN FEED PRESSURE,HIGH
15313,2026-01-06 08:48:30.614,PI200,INSTRUMENT AIR HEADER PRESSURE,LOW
15314,2026-01-06 08:48:30.681,FI110,TOLUENE PRODUCT FLOW,LOW
15315,2026-01-06 08:48:30.690,HS103A,P-103A PRODUCT PUMP MOTOR,OVERLOAD
15316,2026-01-06 08:48:30.711,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15317,2026-01-06 08:48:30.943,FI101,T-101 REFLUX FLOW,HIGH
15318,2026-01-06 08:48:30.954,SD101,T-101 EMERGENCY SHUTDOWN SYSTEM,ACTIVATED
15319,2026-01-06 08:48:30.961,GD101,T-101 AREA GAS DETECTOR,HIGH
15320,2026-01-06 08:49:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15321,2026-01-06 08:49:00.000,FI101,T-101 REFLUX FLOW,HIGH RECOVERED
15322,2026-01-06 08:49:00.000,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
15323,2026-01-06 08:49:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
15324,2026-01-06 08:49:30.000,PI200,INSTRUMENT AIR HEADER PRESSURE,LOW RECOVERED
15325,2026-01-06 08:50:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
15326,2026-01-06 08:50:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15327,2026-01-06 08:50:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15328,2026-01-06 08:50:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15329,2026-01-06 08:50:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15330,2026-01-06 08:50:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,FAULT RECOVERED
15331,2026-01-06 08:51:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
15332,2026-01-06 08:51:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,OVERLOAD RECOVERED
15333,2026-01-06 08:51:30.000,GD101,T-101 AREA GAS DETECTOR,HIGH RECOVERED
15334,2026-01-06 08:52:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15335,2026-01-06 08:52:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
15336,2026-01-06 08:53:00.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
15337,2026-01-06 08:53:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15338,2026-01-06 08:53:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
15339,2026-01-06 08:53:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
15340,2026-01-06 08:54:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15341,2026-01-06 08:54:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15342,2026-01-06 08:54:30.000,PI201,STEAM HEADER PRESSURE,HIGH RECOVERED
15343,2026-01-06 08:54:30.000,SD101,T-101 EMERGENCY SHUTDOWN SYSTEM,ACTIVATED RECOVERED
15344,2026-01-06 08:55:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
15345,2026-01-06 08:56:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15346,2026-01-06 08:57:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15347,2026-01-06 08:57:00.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH RECOVERED
15348,2026-01-06 08:57:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
15349,2026-01-06 08:57:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15350,2026-01-06 08:58:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15351,2026-01-06 08:58:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15352,2026-01-06 08:58:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15353,2026-01-06 09:00:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15354,2026-01-06 09:00:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15355,2026-01-06 09:01:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15356,2026-01-06 09:01:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15357,2026-01-06 09:01:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15358,2026-01-06 09:01:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15359,2026-01-06 09:02:00.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH
15360,2026-01-06 09:02:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
15361,2026-01-06 09:02:30.000,PI100,COLUMN FEED PRESSURE,HIGH RECOVERED
15362,2026-01-06 09:03:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15363,2026-01-06 09:03:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15364,2026-01-06 09:03:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15365,2026-01-06 09:05:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
15366,2026-01-06 09:05:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15367,2026-01-06 09:05:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15368,2026-01-06 09:05:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15369,2026-01-06 09:06:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15370,2026-01-06 09:06:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15371,2026-01-06 09:06:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
15372,2026-01-06 09:07:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15373,2026-01-06 09:08:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
15374,2026-01-06 09:08:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15375,2026-01-06 09:08:00.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH RECOVERED
15376,2026-01-06 09:09:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
15377,2026-01-06 09:09:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15378,2026-01-06 09:10:32.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
15379,2026-01-06 09:11:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
15380,2026-01-06 09:11:30.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
15381,2026-01-06 09:11:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15382,2026-01-06 09:12:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
15383,2026-01-06 09:12:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
15384,2026-01-06 09:12:00.000,TI100,COLUMN FEED TEMPERATURE,LOW
15385,2026-01-06 09:12:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15386,2026-01-06 09:13:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
15387,2026-01-06 09:13:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
15388,2026-01-06 09:13:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
15389,2026-01-06 09:14:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
15390,2026-01-06 09:14:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
15391,2026-01-06 09:15:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
15392,2026-01-06 09:15:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
15393,2026-01-06 09:16:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
15394,2026-01-06 09:16:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
