,timestamp,tag,type,description
11418,2024-05-04 19:32:40.000000000,FIR123,L,FLW COND CW LOW ALM
11419,2024-05-04 19:32:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11420,2024-05-04 19:33:30.000000000,FIR123,L,FLW COND CW LOW ALM
11421,2024-05-04 19:33:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11422,2024-05-04 19:35:10.000000000,FIR123,L,FLW COND CW LOW ALM
11423,2024-05-04 19:35:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11424,2024-05-04 19:36:50.000000000,FIR123,L,FLW COND CW LOW ALM
11425,2024-05-04 19:37:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11426,2024-05-04 19:38:30.000000000,FIR123,L,FLW COND CW LOW ALM
11427,2024-05-04 19:38:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11428,2024-05-04 19:39:10.000000000,FIR123,L,FLW COND CW LOW ALM
11429,2024-05-04 19:39:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11430,2024-05-04 19:39:50.000000000,FIR123,L,FLW COND CW LOW ALM
11431,2024-05-04 19:40:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11432,2024-05-04 19:41:20.000000000,FIR123,L,FLW COND CW LOW ALM
11433,2024-05-04 19:41:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11434,2024-05-04 19:42:10.000000000,FIR123,L,FLW COND CW LOW ALM
11435,2024-05-04 19:42:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11436,2024-05-04 19:43:10.000000000,FIR123,H,FLW COND CW HIGH ALM
11437,2024-05-04 19:43:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
11438,2024-05-04 19:43:40.000000000,FIR123,L,FLW COND CW LOW ALM
11439,2024-05-04 19:43:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11440,2024-05-04 19:44:00.000000000,FIR123,L,FLW COND CW LOW ALM
11441,2024-05-04 19:44:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11442,2024-05-04 19:45:20.000000000,FIR123,L,FLW COND CW LOW ALM
11443,2024-05-04 19:45:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11444,2024-05-04 19:46:00.000000000,FIR123,L,FLW COND CW LOW ALM
11445,2024-05-04 19:46:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11446,2024-05-04 19:46:30.000000000,FIR123,L,FLW COND CW LOW ALM
11447,2024-05-04 19:46:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11448,2024-05-04 19:47:30.000000000,FIR123,L,FLW COND CW LOW ALM
11449,2024-05-04 19:47:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11450,2024-05-04 19:49:50.000000000,FIR123,L,FLW COND CW LOW ALM
11451,2024-05-04 19:50:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11452,2024-05-04 19:50:20.000000000,FIR123,L,FLW COND CW LOW ALM
11453,2024-05-04 19:50:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11454,2024-05-04 19:51:00.000000000,FIR123,L,FLW COND CW LOW ALM
11455,2024-05-04 19:51:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11456,2024-05-04 19:51:40.000000000,FIR123,L,FLW COND CW LOW ALM
11457,2024-05-04 19:51:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11458,2024-05-04 19:53:30.000000000,FIR123,H,FLW COND CW HIGH ALM
11459,2024-05-04 19:53:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
11460,2024-05-04 19:54:30.000000000,FIR123,L,FLW COND CW LOW ALM
11461,2024-05-04 19:54:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11462,2024-05-04 19:54:50.000000000,FIR123,L,FLW COND CW LOW ALM
11463,2024-05-04 19:55:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11464,2024-05-04 19:55:30.000000000,FIR123,L,FLW COND CW LOW ALM
11465,2024-05-04 19:55:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11466,2024-05-04 19:56:00.000000000,FIR123,L,FLW COND CW LOW ALM
11467,2024-05-04 19:56:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11468,2024-05-04 19:56:40.000000000,FIR123,L,FLW COND CW LOW ALM
11469,2024-05-04 19:56:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11470,2024-05-04 19:57:00.000000000,FIR123,L,FLW COND CW LOW ALM
11471,2024-05-04 19:57:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11472,2024-05-04 19:58:30.000000000,LIR110,L,LVL STRIP LOW ALM
11473,2024-05-04 19:58:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11474,2024-05-04 19:59:00.000000000,FIR123,L,FLW COND CW LOW ALM
11475,2024-05-04 19:59:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11476,2024-05-04 19:59:30.000000000,FIR123,L,FLW COND CW LOW ALM
11477,2024-05-04 19:59:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11478,2024-05-04 20:00:00.000000000,FIR123,L,FLW COND CW LOW ALM
11479,2024-05-04 20:00:20.000000000,LIR110,L,LVL STRIP LOW ALM
11480,2024-05-04 20:00:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11481,2024-05-04 20:00:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11482,2024-05-04 20:00:30.000000000,FIR123,L,FLW COND CW LOW ALM
11483,2024-05-04 20:00:50.000000000,LIR110,L,LVL STRIP LOW ALM
11484,2024-05-04 20:01:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11485,2024-05-04 20:01:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11486,2024-05-04 20:02:20.000000000,LIR110,L,LVL STRIP LOW ALM
11487,2024-05-04 20:02:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11488,2024-05-04 20:03:00.000000000,LIR110,L,LVL STRIP LOW ALM
11489,2024-05-04 20:03:10.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11490,2024-05-04 20:05:20.000000000,FIR123,L,FLW COND CW LOW ALM
11491,2024-05-04 20:05:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11492,2024-05-04 20:05:50.000000000,FIR123,L,FLW COND CW LOW ALM
11493,2024-05-04 20:06:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11494,2024-05-04 20:06:30.000000000,FIR123,L,FLW COND CW LOW ALM
11495,2024-05-04 20:06:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11496,2024-05-04 20:07:10.000000000,FIR123,L,FLW COND CW LOW ALM
11497,2024-05-04 20:07:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11498,2024-05-04 20:08:00.000000000,LIR110,L,LVL STRIP LOW ALM
11499,2024-05-04 20:08:10.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11500,2024-05-04 20:08:40.000000000,FIR123,L,FLW COND CW LOW ALM
11501,2024-05-04 20:09:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11502,2024-05-04 20:09:20.000000000,FIR123,L,FLW COND CW LOW ALM
11503,2024-05-04 20:09:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11504,2024-05-04 20:10:40.000000000,LIR110,L,LVL STRIP LOW ALM
11505,2024-05-04 20:10:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11506,2024-05-04 20:12:00.000000000,FIR123,L,FLW COND CW LOW ALM
11507,2024-05-04 20:12:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11508,2024-05-04 20:12:30.000000000,LIR110,L,LVL STRIP LOW ALM
11509,2024-05-04 20:12:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11510,2024-05-04 20:12:50.000000000,FIR123,L,FLW COND CW LOW ALM
11511,2024-05-04 20:13:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11512,2024-05-04 20:13:10.000000000,FIR123,L,FLW COND CW LOW ALM
11513,2024-05-04 20:13:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11514,2024-05-04 20:14:30.000000000,LIR110,L,LVL STRIP LOW ALM
11515,2024-05-04 20:14:30.000000000,FIR123,L,FLW COND CW LOW ALM
11516,2024-05-04 20:14:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11517,2024-05-04 20:14:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11518,2024-05-04 20:15:00.000000000,AIR002_2,L,SEP UFLW E CONC LOW ALM
11519,2024-05-04 20:16:10.000000000,LIR110,L,LVL STRIP LOW ALM
11520,2024-05-04 20:16:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11521,2024-05-04 20:16:20.000000000,FIR123,L,FLW COND CW LOW ALM
11522,2024-05-04 20:16:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11523,2024-05-04 20:17:30.000000000,FIR123,L,FLW COND CW LOW ALM
11524,2024-05-04 20:17:50.000000000,LIR110,L,LVL STRIP LOW ALM
11525,2024-05-04 20:17:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11526,2024-05-04 20:18:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11527,2024-05-04 20:18:00.000000000,FIR123,L,FLW COND CW LOW ALM
11528,2024-05-04 20:18:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11529,2024-05-04 20:18:40.000000000,LIR110,L,LVL STRIP LOW ALM
11530,2024-05-04 20:18:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11531,2024-05-04 20:19:00.000000000,FIR123,L,FLW COND CW LOW ALM
11532,2024-05-04 20:19:20.000000000,LIR110,L,LVL STRIP LOW ALM
11533,2024-05-04 20:19:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11534,2024-05-04 20:19:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11535,2024-05-04 20:19:40.000000000,FIR123,L,FLW COND CW LOW ALM
11536,2024-05-04 20:19:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11537,2024-05-04 20:20:10.000000000,LIR110,L,LVL STRIP LOW ALM
11538,2024-05-04 20:20:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11539,2024-05-04 20:20:50.000000000,LIR110,L,LVL STRIP LOW ALM
11540,2024-05-04 20:21:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11541,2024-05-04 20:22:40.000000000,FIR123,L,FLW COND CW LOW ALM
11542,2024-05-04 20:23:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11543,2024-05-04 20:23:50.000000000,LIR110,L,LVL STRIP LOW ALM
11544,2024-05-04 20:24:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11545,2024-05-04 20:24:30.000000000,LIR110,L,LVL STRIP LOW ALM
11546,2024-05-04 20:24:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11547,2024-05-04 20:26:40.000000000,LIR110,L,LVL STRIP LOW ALM
11548,2024-05-04 20:26:40.000000000,FIR123,L,FLW COND CW LOW ALM
11549,2024-05-04 20:26:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11550,2024-05-04 20:26:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11551,2024-05-04 20:27:00.000000000,FIR123,L,FLW COND CW LOW ALM
11552,2024-05-04 20:27:10.000000000,LIR110,L,LVL STRIP LOW ALM
11553,2024-05-04 20:27:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11554,2024-05-04 20:27:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11555,2024-05-04 20:27:30.000000000,FIR123,L,FLW COND CW LOW ALM
11556,2024-05-04 20:27:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11557,2024-05-04 20:28:00.000000000,LIR110,L,LVL STRIP LOW ALM
11558,2024-05-04 20:28:10.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11559,2024-05-04 20:28:10.000000000,FIR123,L,FLW COND CW LOW ALM
11560,2024-05-04 20:28:20.000000000,LIR110,L,LVL STRIP LOW ALM
11561,2024-05-04 20:28:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11562,2024-05-04 20:28:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11563,2024-05-04 20:28:30.000000000,FIR123,L,FLW COND CW LOW ALM
11564,2024-05-04 20:28:40.000000000,LIR110,L,LVL STRIP LOW ALM
11565,2024-05-04 20:28:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11566,2024-05-04 20:28:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11567,2024-05-04 20:29:00.000000000,LIR110,L,LVL STRIP LOW ALM
11568,2024-05-04 20:29:10.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11569,2024-05-04 20:30:00.000000000,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED
11570,2024-05-04 20:30:10.000000000,LIR110,L,LVL STRIP LOW ALM
11571,2024-05-04 20:30:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11572,2024-05-04 20:30:30.000000000,FIR123,L,FLW COND CW LOW ALM
11573,2024-05-04 20:30:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11574,2024-05-04 20:30:50.000000000,LIR110,L,LVL STRIP LOW ALM
11575,2024-05-04 20:31:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11576,2024-05-04 20:31:30.000000000,LIR110,L,LVL STRIP LOW ALM
11577,2024-05-04 20:31:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11578,2024-05-04 20:31:50.000000000,LIR110,L,LVL STRIP LOW ALM
11579,2024-05-04 20:32:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11580,2024-05-04 20:32:30.000000000,FIR123,L,FLW COND CW LOW ALM
11581,2024-05-04 20:32:40.000000000,LIR110,L,LVL STRIP LOW ALM
11582,2024-05-04 20:32:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11583,2024-05-04 20:33:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11584,2024-05-04 20:34:00.000000000,FIR123,L,FLW COND CW LOW ALM
11585,2024-05-04 20:34:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11586,2024-05-04 20:34:20.000000000,LIR110,L,LVL STRIP LOW ALM
11587,2024-05-04 20:34:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11588,2024-05-04 20:34:30.000000000,FIR123,L,FLW COND CW LOW ALM
11589,2024-05-04 20:34:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11590,2024-05-04 20:34:50.000000000,LIR110,L,LVL STRIP LOW ALM
11591,2024-05-04 20:35:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11592,2024-05-04 20:35:00.000000000,FIR123,L,FLW COND CW LOW ALM
11593,2024-05-04 20:35:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11594,2024-05-04 20:35:40.000000000,LIR110,L,LVL STRIP LOW ALM
11595,2024-05-04 20:35:40.000000000,FIR123,L,FLW COND CW LOW ALM
11596,2024-05-04 20:35:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11597,2024-05-04 20:35:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11598,2024-05-04 20:36:10.000000000,LIR110,L,LVL STRIP LOW ALM
11599,2024-05-04 20:36:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11600,2024-05-04 20:36:30.000000000,LIR110,L,LVL STRIP LOW ALM
11601,2024-05-04 20:36:30.000000000,FIR123,L,FLW COND CW LOW ALM
11602,2024-05-04 20:36:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11603,2024-05-04 20:37:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11604,2024-05-04 20:38:00.000000000,LIR110,L,LVL STRIP LOW ALM
11605,2024-05-04 20:38:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11606,2024-05-04 20:39:00.000000000,LIR110,L,LVL STRIP LOW ALM
11607,2024-05-04 20:39:10.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11608,2024-05-04 20:39:20.000000000,FIR123,L,FLW COND CW LOW ALM
11609,2024-05-04 20:39:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11610,2024-05-04 20:40:40.000000000,LIR110,L,LVL STRIP LOW ALM
11611,2024-05-04 20:40:50.000000000,FIR123,L,FLW COND CW LOW ALM
11612,2024-05-04 20:41:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11613,2024-05-04 20:41:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11614,2024-05-04 20:41:10.000000000,LIR110,L,LVL STRIP LOW ALM
11615,2024-05-04 20:41:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11616,2024-05-04 20:41:20.000000000,FIR123,L,FLW COND CW LOW ALM
11617,2024-05-04 20:41:40.000000000,LIR110,L,LVL STRIP LOW ALM
11618,2024-05-04 20:41:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11619,2024-05-04 20:41:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11620,2024-05-04 20:42:10.000000000,FIR123,L,FLW COND CW LOW ALM
11621,2024-05-04 20:42:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11622,2024-05-04 20:42:50.000000000,LIR110,L,LVL STRIP LOW ALM
11623,2024-05-04 20:43:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11624,2024-05-04 20:43:10.000000000,LIR110,L,LVL STRIP LOW ALM
11625,2024-05-04 20:43:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11626,2024-05-04 20:43:30.000000000,FIR123,L,FLW COND CW LOW ALM
11627,2024-05-04 20:43:40.000000000,LIR110,L,LVL STRIP LOW ALM
11628,2024-05-04 20:43:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11629,2024-05-04 20:43:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11630,2024-05-04 20:44:10.000000000,FIR123,L,FLW COND CW LOW ALM
11631,2024-05-04 20:44:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11632,2024-05-04 20:44:30.000000000,LIR110,L,LVL STRIP LOW ALM
11633,2024-05-04 20:44:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11634,2024-05-04 20:45:00.000000000,AIR002_2,L,SEP UFLW E CONC LOW ALM
11635,2024-05-04 20:45:40.000000000,FIR123,L,FLW COND CW LOW ALM
11636,2024-05-04 20:45:50.000000000,LIR110,L,LVL STRIP LOW ALM
11637,2024-05-04 20:46:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11638,2024-05-04 20:46:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11639,2024-05-04 20:46:30.000000000,FIR123,L,FLW COND CW LOW ALM
11640,2024-05-04 20:46:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11641,2024-05-04 20:46:50.000000000,LIR110,L,LVL STRIP LOW ALM
11642,2024-05-04 20:47:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11643,2024-05-04 20:47:20.000000000,LIR110,L,LVL STRIP LOW ALM
11644,2024-05-04 20:47:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11645,2024-05-04 20:47:40.000000000,LIR110,L,LVL STRIP LOW ALM
11646,2024-05-04 20:47:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11647,2024-05-04 20:48:00.000000000,FIR123,L,FLW COND CW LOW ALM
11648,2024-05-04 20:48:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11649,2024-05-04 20:48:20.000000000,LIR110,L,LVL STRIP LOW ALM
11650,2024-05-04 20:48:20.000000000,FIR123,L,FLW COND CW LOW ALM
11651,2024-05-04 20:48:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11652,2024-05-04 20:48:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11653,2024-05-04 20:49:10.000000000,LIR110,L,LVL STRIP LOW ALM
11654,2024-05-04 20:49:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11655,2024-05-04 20:49:20.000000000,FIR123,L,FLW COND CW LOW ALM
11656,2024-05-04 20:49:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11657,2024-05-04 20:49:40.000000000,LIR110,L,LVL STRIP LOW ALM
11658,2024-05-04 20:50:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11659,2024-05-04 20:50:10.000000000,FIR123,L,FLW COND CW LOW ALM
11660,2024-05-04 20:50:20.000000000,LIR110,L,LVL STRIP LOW ALM
11661,2024-05-04 20:50:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11662,2024-05-04 20:50:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11663,2024-05-04 20:50:50.000000000,LIR110,L,LVL STRIP LOW ALM
11664,2024-05-04 20:51:10.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11665,2024-05-04 20:51:10.000000000,FIR123,L,FLW COND CW LOW ALM
11666,2024-05-04 20:51:20.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11667,2024-05-04 20:51:30.000000000,LIR110,L,LVL STRIP LOW ALM
11668,2024-05-04 20:51:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11669,2024-05-04 20:52:00.000000000,LIR110,L,LVL STRIP LOW ALM
11670,2024-05-04 20:52:00.000000000,FIR123,L,FLW COND CW LOW ALM
11671,2024-05-04 20:52:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11672,2024-05-04 20:52:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11673,2024-05-04 20:52:50.000000000,LIR110,L,LVL STRIP LOW ALM
11674,2024-05-04 20:53:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11675,2024-05-04 20:53:00.000000000,FIR123,L,FLW COND CW LOW ALM
11676,2024-05-04 20:53:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11677,2024-05-04 20:53:40.000000000,LIR110,L,LVL STRIP LOW ALM
11678,2024-05-04 20:53:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11679,2024-05-04 20:54:00.000000000,LIR110,L,LVL STRIP LOW ALM
11680,2024-05-04 20:54:10.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11681,2024-05-04 20:54:10.000000000,FIR123,L,FLW COND CW LOW ALM
11682,2024-05-04 20:54:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11683,2024-05-04 20:54:40.000000000,LIR110,L,LVL STRIP LOW ALM
11684,2024-05-04 20:54:40.000000000,FIR123,L,FLW COND CW LOW ALM
11685,2024-05-04 20:54:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11686,2024-05-04 20:55:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11687,2024-05-04 20:55:20.000000000,LIR110,L,LVL STRIP LOW ALM
11688,2024-05-04 20:55:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11689,2024-05-04 20:55:30.000000000,FIR123,L,FLW COND CW LOW ALM
11690,2024-05-04 20:55:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11691,2024-05-04 20:56:50.000000000,LIR110,L,LVL STRIP LOW ALM
11692,2024-05-04 20:57:00.000000000,FIR123,L,FLW COND CW LOW ALM
11693,2024-05-04 20:57:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11694,2024-05-04 20:57:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11695,2024-05-04 20:57:30.000000000,FIR123,L,FLW COND CW LOW ALM
11696,2024-05-04 20:57:40.000000000,LIR110,L,LVL STRIP LOW ALM
11697,2024-05-04 20:57:40.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11698,2024-05-04 20:57:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11699,2024-05-04 20:57:50.000000000,FIR123,L,FLW COND CW LOW ALM
11700,2024-05-04 20:58:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11701,2024-05-04 20:58:10.000000000,FIR123,L,FLW COND CW LOW ALM
11702,2024-05-04 20:58:20.000000000,LIR110,L,LVL STRIP LOW ALM
11703,2024-05-04 20:58:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11704,2024-05-04 20:58:40.000000000,LIR110,L,LVL STRIP LOW ALM
11705,2024-05-04 20:58:50.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11706,2024-05-04 20:59:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11707,2024-05-04 20:59:10.000000000,LIR110,L,LVL STRIP LOW ALM
11708,2024-05-04 20:59:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11709,2024-05-04 20:59:30.000000000,LIR110,L,LVL STRIP LOW ALM
11710,2024-05-04 20:59:40.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11711,2024-05-04 20:59:50.000000000,LIR110,L,LVL STRIP LOW ALM
11712,2024-05-04 20:59:50.000000000,FIR123,L,FLW COND CW LOW ALM
11713,2024-05-04 21:00:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11714,2024-05-04 21:00:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11715,2024-05-04 21:00:40.000000000,LIR110,L,LVL STRIP LOW ALM
11716,2024-05-04 21:01:30.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11717,2024-05-04 21:01:40.000000000,LIR110,L,LVL STRIP LOW ALM
11718,2024-05-04 21:01:50.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11719,2024-05-04 21:02:00.000000000,FIR123,L,FLW COND CW LOW ALM
11720,2024-05-04 21:02:10.000000000,LIR110,L,LVL STRIP LOW ALM
11721,2024-05-04 21:02:10.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11722,2024-05-04 21:02:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11723,2024-05-04 21:02:20.000000000,FIR123,L,FLW COND CW LOW ALM
11724,2024-05-04 21:02:30.000000000,LIR110,L,LVL STRIP LOW ALM
11725,2024-05-04 21:02:30.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
11726,2024-05-04 21:03:00.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
11727,2024-05-04 21:03:00.000000000,FIR123,L,FLW COND CW LOW ALM
