,time,alarm_text
5141,2024-05-07 11:08:06,PT-3030: Compressor C-130 Suction Pressure - High
5142,2024-05-07 11:10:36,LT-3131: Vessel V-131 Liquid Level - High-High
5143,2024-05-07 11:14:52,TT-2020: Pump P-120 Inlet Temperature - High-High
5144,2024-05-07 11:17:17,FT-3333: Vessel V-133 Flow Rate - High
5145,2024-05-07 11:22:06,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
5146,2024-05-07 11:26:01,FT-3333: Vessel V-133 Flow Rate - High
5147,2024-05-07 11:28:57,PT-1414: Compressor C-114 Suction Pressure - Low
5148,2024-05-07 11:30:35,PT-1818: Compressor C-118 Discharge Pressure - High
5149,2024-05-07 11:33:52,PT-1414: Compressor C-114 Suction Pressure - Low
5150,2024-05-07 11:33:52,PT-2626: Compressor C-126 Discharge Pressure - Low
5151,2024-05-07 11:33:52,PT-2222: Compressor C-122 Suction Pressure - High
5152,2024-05-07 11:35:50,LT-2727: Vessel V-127 Liquid Level - High
5153,2024-05-07 11:39:28,LT-2002: Compressor C-102 Liquid Level - Low
5154,2024-05-07 11:43:23,LT-1111: Pump P-111 Liquid Level - High
5155,2024-05-07 11:44:43,TT-2424: Pump P-124 Outlet Temperature - High
5156,2024-05-07 11:48:30,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5157,2024-05-07 11:48:30,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5158,2024-05-07 11:48:30,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5159,2024-05-07 11:50:58,LT-2727: Vessel V-127 Liquid Level - High
5160,2024-05-07 11:53:11,LT-7007: Vessel V-107 Liquid Level - High-High
5161,2024-05-07 11:53:11,FV-1001: Vessel V-101 Pressure - High
5162,2024-05-07 11:53:11,LT-3939: Vessel V-139 Liquid Level - Low-Low
5163,2024-05-07 11:56:59,FT-2121: Vessel V-121 Flow Rate - Low
5164,2024-05-07 11:56:59,LT-1919: Vessel V-119 Liquid Level - Low
5165,2024-05-07 11:56:59,FT-3737: Vessel V-137 Flow Rate - High-High
5166,2024-05-07 12:00:49,FV-1001: Vessel V-101 Pressure - High
5167,2024-05-07 12:05:47,FT-2121: Vessel V-121 Flow Rate - Low
5168,2024-05-07 12:05:47,LT-1919: Vessel V-119 Liquid Level - Low
5169,2024-05-07 12:05:47,FT-3737: Vessel V-137 Flow Rate - High-High
5170,2024-05-07 12:05:50,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
5171,2024-05-07 12:08:33,TT-4444: Pump P-144 Inlet Temperature - High
5172,2024-05-07 12:08:33,TT-1616: Pump P-116 Outlet Temperature - Low
5173,2024-05-07 12:08:33,TT-4848: Pump P-148 Outlet Temperature - Low
5174,2024-05-07 12:12:07,TT-1616: Pump P-116 Outlet Temperature - Low
5175,2024-05-07 12:12:42,PT-3434: Compressor C-134 Discharge Pressure - Low-Low
5176,2024-05-07 12:15:32,TT-4444: Pump P-144 Inlet Temperature - High
5177,2024-05-07 12:15:32,TT-1616: Pump P-116 Outlet Temperature - Low
5178,2024-05-07 12:15:32,TT-4848: Pump P-148 Outlet Temperature - Low
5179,2024-05-07 12:19:45,TT-4444: Pump P-144 Inlet Temperature - High
5180,2024-05-07 12:22:22,TT-4444: Pump P-144 Inlet Temperature - High
5181,2024-05-07 12:22:22,TT-1616: Pump P-116 Outlet Temperature - Low
5182,2024-05-07 12:22:22,TT-4848: Pump P-148 Outlet Temperature - Low
5183,2024-05-07 12:27:09,LT-7007: Vessel V-107 Liquid Level - High-High
5184,2024-05-07 12:27:09,FV-1001: Vessel V-101 Pressure - High
5185,2024-05-07 12:27:09,LT-3939: Vessel V-139 Liquid Level - Low-Low
5186,2024-05-07 12:28:57,FT-1313: Vessel V-113 Flow Rate - High-High
5187,2024-05-07 12:31:02,TT-3232: Pump P-132 Outlet Temperature - Low
5188,2024-05-07 12:31:18,LT-2323: Vessel V-123 Liquid Level - Low-Low
5189,2024-05-07 12:32:48,TT-8008: Pump P-108 Inlet Temperature - Low
5190,2024-05-07 12:36:54,TT-8008: Pump P-108 Inlet Temperature - Low
5191,2024-05-07 12:36:59,LT-4343: Vessel V-143 Liquid Level - Low
5192,2024-05-07 12:39:41,LT-3131: Vessel V-131 Liquid Level - High-High
5193,2024-05-07 12:41:57,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5194,2024-05-07 12:41:57,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5195,2024-05-07 12:41:57,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5196,2024-05-07 12:42:29,LT-3939: Vessel V-139 Liquid Level - Low-Low
5197,2024-05-07 12:45:23,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
5198,2024-05-07 12:46:14,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
5199,2024-05-07 12:49:14,FT-3333: Vessel V-133 Flow Rate - High
5200,2024-05-07 12:51:19,TT-2424: Pump P-124 Outlet Temperature - High
5201,2024-05-07 12:52:35,FT-3737: Vessel V-137 Flow Rate - High-High
5202,2024-05-07 12:54:42,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
5203,2024-05-07 12:58:38,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5204,2024-05-07 12:58:38,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5205,2024-05-07 12:58:38,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5206,2024-05-07 13:01:23,PT-4646: Compressor C-146 Suction Pressure - High
5207,2024-05-07 13:03:20,TT-3232: Pump P-132 Outlet Temperature - Low
5208,2024-05-07 13:05:17,FT-5005: Vessel V-105 Flow Rate - Low-Low
5209,2024-05-07 13:06:43,LT-7007: Vessel V-107 Liquid Level - High-High
5210,2024-05-07 13:06:43,FV-1001: Vessel V-101 Pressure - High
5211,2024-05-07 13:06:43,LT-3939: Vessel V-139 Liquid Level - Low-Low
5212,2024-05-07 13:06:48,FT-2121: Vessel V-121 Flow Rate - Low
5213,2024-05-07 13:06:48,LT-1919: Vessel V-119 Liquid Level - Low
5214,2024-05-07 13:06:48,FT-3737: Vessel V-137 Flow Rate - High-High
5215,2024-05-07 13:07:18,LT-2002: Compressor C-102 Liquid Level - Low
5216,2024-05-07 13:10:12,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5217,2024-05-07 13:10:21,FT-3737: Vessel V-137 Flow Rate - High-High
5218,2024-05-07 13:14:22,FT-1717: Vessel V-117 Flow Rate - Low-Low
5219,2024-05-07 13:17:25,LT-7007: Vessel V-107 Liquid Level - High-High
5220,2024-05-07 13:17:25,FV-1001: Vessel V-101 Pressure - High
5221,2024-05-07 13:17:25,LT-3939: Vessel V-139 Liquid Level - Low-Low
5222,2024-05-07 13:21:51,LT-7007: Vessel V-107 Liquid Level - High-High
5223,2024-05-07 13:21:51,FV-1001: Vessel V-101 Pressure - High
5224,2024-05-07 13:21:51,LT-3939: Vessel V-139 Liquid Level - Low-Low
5225,2024-05-07 13:25:14,TT-3232: Pump P-132 Outlet Temperature - Low
5226,2024-05-07 13:26:15,PT-1414: Compressor C-114 Suction Pressure - Low
5227,2024-05-07 13:26:15,PT-2626: Compressor C-126 Discharge Pressure - Low
5228,2024-05-07 13:26:15,PT-2222: Compressor C-122 Suction Pressure - High
5229,2024-05-07 13:26:20,PT-4242: Compressor C-142 Discharge Pressure - High-High
5230,2024-05-07 13:29:24,TT-1616: Pump P-116 Outlet Temperature - Low
5231,2024-05-07 13:33:48,FT-4545: Vessel V-145 Flow Rate - Low-Low
5232,2024-05-07 13:37:55,LT-2323: Vessel V-123 Liquid Level - Low-Low
5233,2024-05-07 13:40:13,PT-4646: Compressor C-146 Suction Pressure - High
5234,2024-05-07 13:42:36,PT-1414: Compressor C-114 Suction Pressure - Low
5235,2024-05-07 13:42:36,PT-2626: Compressor C-126 Discharge Pressure - Low
5236,2024-05-07 13:42:36,PT-2222: Compressor C-122 Suction Pressure - High
5237,2024-05-07 13:45:06,TT-4444: Pump P-144 Inlet Temperature - High
5238,2024-05-07 13:45:06,TT-1616: Pump P-116 Outlet Temperature - Low
5239,2024-05-07 13:45:06,TT-4848: Pump P-148 Outlet Temperature - Low
5240,2024-05-07 13:46:46,TT-1616: Pump P-116 Outlet Temperature - Low
5241,2024-05-07 13:48:59,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5242,2024-05-07 13:51:09,FT-2121: Vessel V-121 Flow Rate - Low
5243,2024-05-07 13:51:09,LT-1919: Vessel V-119 Liquid Level - Low
5244,2024-05-07 13:51:09,FT-3737: Vessel V-137 Flow Rate - High-High
5245,2024-05-07 13:53:13,LT-4343: Vessel V-143 Liquid Level - Low
5246,2024-05-07 13:56:20,FT-9009: Vessel V-109 Flow Rate - High
5247,2024-05-07 13:58:02,PT-6006: Compressor C-106 Suction Pressure - Low
5248,2024-05-07 13:58:13,LT-1919: Vessel V-119 Liquid Level - Low
5249,2024-05-07 13:58:36,TT-8008: Pump P-108 Inlet Temperature - Low
5250,2024-05-07 13:59:40,PT-2626: Compressor C-126 Discharge Pressure - Low
5251,2024-05-07 14:03:05,LT-7007: Vessel V-107 Liquid Level - High-High
5252,2024-05-07 14:03:05,FV-1001: Vessel V-101 Pressure - High
5253,2024-05-07 14:03:05,LT-3939: Vessel V-139 Liquid Level - Low-Low
5254,2024-05-07 14:07:05,TT-3636: Pump P-136 Inlet Temperature - Low
5255,2024-05-07 14:10:49,TT-4444: Pump P-144 Inlet Temperature - High
5256,2024-05-07 14:10:49,TT-1616: Pump P-116 Outlet Temperature - Low
5257,2024-05-07 14:10:49,TT-4848: Pump P-148 Outlet Temperature - Low
5258,2024-05-07 14:12:24,LT-1515: Vessel V-115 Liquid Level - High-High
5259,2024-05-07 14:12:59,PT-3838: Compressor C-138 Suction Pressure - Low
5260,2024-05-07 14:17:27,FT-3333: Vessel V-133 Flow Rate - High
5261,2024-05-07 14:18:30,PT-4242: Compressor C-142 Discharge Pressure - High-High
5262,2024-05-07 14:20:18,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5263,2024-05-07 14:25:13,PT-1818: Compressor C-118 Discharge Pressure - High
5264,2024-05-07 14:25:22,LT-2323: Vessel V-123 Liquid Level - Low-Low
5265,2024-05-07 14:29:04,LT-4343: Vessel V-143 Liquid Level - Low
5266,2024-05-07 14:32:26,FT-5005: Vessel V-105 Flow Rate - Low-Low
5267,2024-05-07 14:35:55,LT-4747: Vessel V-147 Liquid Level - High-High
5268,2024-05-07 14:38:13,LT-7007: Vessel V-107 Liquid Level - High-High
5269,2024-05-07 14:38:13,FV-1001: Vessel V-101 Pressure - High
5270,2024-05-07 14:38:13,LT-3939: Vessel V-139 Liquid Level - Low-Low
5271,2024-05-07 14:40:09,TT-3636: Pump P-136 Inlet Temperature - Low
5272,2024-05-07 14:41:36,PT-1818: Compressor C-118 Discharge Pressure - High
5273,2024-05-07 14:46:10,LT-3535: Vessel V-135 Liquid Level - High
5274,2024-05-07 14:49:25,TT-4444: Pump P-144 Inlet Temperature - High
5275,2024-05-07 14:49:25,TT-1616: Pump P-116 Outlet Temperature - Low
5276,2024-05-07 14:49:25,TT-4848: Pump P-148 Outlet Temperature - Low
5277,2024-05-07 14:50:41,PT-6006: Compressor C-106 Suction Pressure - Low
5278,2024-05-07 14:51:33,PT-4646: Compressor C-146 Suction Pressure - High
5279,2024-05-07 14:53:26,PT-4646: Compressor C-146 Suction Pressure - High
5280,2024-05-07 14:55:07,PT-6006: Compressor C-106 Suction Pressure - Low
5281,2024-05-07 14:57:31,FT-4141: Vessel V-141 Flow Rate - Low
5282,2024-05-07 14:58:35,LT-2002: Compressor C-102 Liquid Level - Low
5283,2024-05-07 15:01:04,PT-3434: Compressor C-134 Discharge Pressure - Low-Low
5284,2024-05-07 15:05:48,PT-4646: Compressor C-146 Suction Pressure - High
5285,2024-05-07 15:05:54,FT-2121: Vessel V-121 Flow Rate - Low
5286,2024-05-07 15:05:54,LT-1919: Vessel V-119 Liquid Level - Low
5287,2024-05-07 15:05:54,FT-3737: Vessel V-137 Flow Rate - High-High
5288,2024-05-07 15:08:32,FT-2929: Vessel V-129 Flow Rate - Low-Low
5289,2024-05-07 15:13:08,PT-3434: Compressor C-134 Discharge Pressure - Low-Low
5290,2024-05-07 15:14:24,LT-3131: Vessel V-131 Liquid Level - High-High
5291,2024-05-07 15:18:23,LT-1919: Vessel V-119 Liquid Level - Low
5292,2024-05-07 15:21:27,FT-1717: Vessel V-117 Flow Rate - Low-Low
5293,2024-05-07 15:24:41,LT-4747: Vessel V-147 Liquid Level - High-High
5294,2024-05-07 15:27:52,LT-7007: Vessel V-107 Liquid Level - High-High
5295,2024-05-07 15:27:52,FV-1001: Vessel V-101 Pressure - High
5296,2024-05-07 15:27:52,LT-3939: Vessel V-139 Liquid Level - Low-Low
5297,2024-05-07 15:28:00,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5298,2024-05-07 15:28:00,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5299,2024-05-07 15:28:00,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5300,2024-05-07 15:28:16,FT-5005: Vessel V-105 Flow Rate - Low-Low
5301,2024-05-07 15:29:41,FT-2929: Vessel V-129 Flow Rate - Low-Low
5302,2024-05-07 15:31:51,PT-3030: Compressor C-130 Suction Pressure - High
5303,2024-05-07 15:36:25,LT-3535: Vessel V-135 Liquid Level - High
5304,2024-05-07 15:39:00,LT-3131: Vessel V-131 Liquid Level - High-High
5305,2024-05-07 15:42:35,FT-1717: Vessel V-117 Flow Rate - Low-Low
5306,2024-05-07 15:47:01,FT-2121: Vessel V-121 Flow Rate - Low
5307,2024-05-07 15:47:01,LT-1919: Vessel V-119 Liquid Level - Low
5308,2024-05-07 15:47:01,FT-3737: Vessel V-137 Flow Rate - High-High
5309,2024-05-07 15:49:31,PT-4242: Compressor C-142 Discharge Pressure - High-High
5310,2024-05-07 15:54:20,PT-1818: Compressor C-118 Discharge Pressure - High
5311,2024-05-07 15:54:59,FT-2929: Vessel V-129 Flow Rate - Low-Low
5312,2024-05-07 15:55:23,TT-8008: Pump P-108 Inlet Temperature - Low
5313,2024-05-07 15:59:46,FT-1313: Vessel V-113 Flow Rate - High-High
5314,2024-05-07 16:03:28,LT-3131: Vessel V-131 Liquid Level - High-High
5315,2024-05-07 16:05:15,FT-5005: Vessel V-105 Flow Rate - Low-Low
5316,2024-05-07 16:05:56,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5317,2024-05-07 16:08:05,LT-7007: Vessel V-107 Liquid Level - High-High
5318,2024-05-07 16:10:22,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5319,2024-05-07 16:10:22,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5320,2024-05-07 16:10:22,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5321,2024-05-07 16:12:20,PT-3003: Pump P-103 Discharge Pressure - High-High
5322,2024-05-07 16:17:15,PT-2222: Compressor C-122 Suction Pressure - High
5323,2024-05-07 16:22:02,TT-2424: Pump P-124 Outlet Temperature - High
5324,2024-05-07 16:24:29,PT-3030: Compressor C-130 Suction Pressure - High
5325,2024-05-07 16:28:50,LT-2323: Vessel V-123 Liquid Level - Low-Low
5326,2024-05-07 16:30:16,LT-4343: Vessel V-143 Liquid Level - Low
5327,2024-05-07 16:32:35,PT-6006: Compressor C-106 Suction Pressure - Low
5328,2024-05-07 16:35:55,TT-8008: Pump P-108 Inlet Temperature - Low
5329,2024-05-07 16:39:08,FT-3333: Vessel V-133 Flow Rate - High
5330,2024-05-07 16:41:34,PT-6006: Compressor C-106 Suction Pressure - Low
5331,2024-05-07 16:44:12,PT-3434: Compressor C-134 Discharge Pressure - Low-Low
5332,2024-05-07 16:45:47,PT-1414: Compressor C-114 Suction Pressure - Low
5333,2024-05-07 16:50:28,FT-2525: Vessel V-125 Flow Rate - High-High
5334,2024-05-07 16:54:18,TT-2020: Pump P-120 Inlet Temperature - High-High
5335,2024-05-07 16:56:54,TT-4444: Pump P-144 Inlet Temperature - High
5336,2024-05-07 16:56:54,TT-1616: Pump P-116 Outlet Temperature - Low
5337,2024-05-07 16:56:54,TT-4848: Pump P-148 Outlet Temperature - Low
5338,2024-05-07 17:01:43,LT-1111: Pump P-111 Liquid Level - High
5339,2024-05-07 17:03:18,PT-2626: Compressor C-126 Discharge Pressure - Low
5340,2024-05-07 17:03:21,LT-7007: Vessel V-107 Liquid Level - High-High
5341,2024-05-07 17:03:21,FV-1001: Vessel V-101 Pressure - High
5342,2024-05-07 17:03:21,LT-3939: Vessel V-139 Liquid Level - Low-Low
5343,2024-05-07 17:07:30,LT-1111: Pump P-111 Liquid Level - High
5344,2024-05-07 17:08:08,LT-7007: Vessel V-107 Liquid Level - High-High
5345,2024-05-07 17:08:08,FV-1001: Vessel V-101 Pressure - High
5346,2024-05-07 17:08:08,LT-3939: Vessel V-139 Liquid Level - Low-Low
5347,2024-05-07 17:13:00,PT-1414: Compressor C-114 Suction Pressure - Low
5348,2024-05-07 17:13:00,PT-2626: Compressor C-126 Discharge Pressure - Low
5349,2024-05-07 17:13:00,PT-2222: Compressor C-122 Suction Pressure - High
5350,2024-05-07 17:16:50,TT-2020: Pump P-120 Inlet Temperature - High-High
5351,2024-05-07 17:19:23,FT-2121: Vessel V-121 Flow Rate - Low
5352,2024-05-07 17:20:58,FT-4545: Vessel V-145 Flow Rate - Low-Low
5353,2024-05-07 17:25:29,PT-4242: Compressor C-142 Discharge Pressure - High-High
5354,2024-05-07 17:28:12,FT-2929: Vessel V-129 Flow Rate - Low-Low
5355,2024-05-07 17:29:32,FT-1717: Vessel V-117 Flow Rate - Low-Low
5356,2024-05-07 17:32:07,TT-3636: Pump P-136 Inlet Temperature - Low
5357,2024-05-07 17:33:52,TT-4444: Pump P-144 Inlet Temperature - High
5358,2024-05-07 17:33:52,TT-1616: Pump P-116 Outlet Temperature - Low
5359,2024-05-07 17:33:52,TT-4848: Pump P-148 Outlet Temperature - Low
5360,2024-05-07 17:35:20,PT-1414: Compressor C-114 Suction Pressure - Low
5361,2024-05-07 17:35:20,PT-2626: Compressor C-126 Discharge Pressure - Low
5362,2024-05-07 17:35:20,PT-2222: Compressor C-122 Suction Pressure - High
5363,2024-05-07 17:39:03,FT-4141: Vessel V-141 Flow Rate - Low
5364,2024-05-07 17:41:01,LT-2323: Vessel V-123 Liquid Level - Low-Low
5365,2024-05-07 17:44:40,FT-1717: Vessel V-117 Flow Rate - Low-Low
5366,2024-05-07 17:47:01,LT-1919: Vessel V-119 Liquid Level - Low
5367,2024-05-07 17:49:51,FT-2929: Vessel V-129 Flow Rate - Low-Low
5368,2024-05-07 17:52:05,PT-3030: Compressor C-130 Suction Pressure - High
5369,2024-05-07 17:55:34,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
5370,2024-05-07 18:00:27,TT-2020: Pump P-120 Inlet Temperature - High-High
5371,2024-05-07 18:02:38,PT-1414: Compressor C-114 Suction Pressure - Low
5372,2024-05-07 18:02:38,PT-2626: Compressor C-126 Discharge Pressure - Low
5373,2024-05-07 18:02:38,PT-2222: Compressor C-122 Suction Pressure - High
5374,2024-05-07 18:05:12,PT-1414: Compressor C-114 Suction Pressure - Low
5375,2024-05-07 18:05:12,PT-2626: Compressor C-126 Discharge Pressure - Low
5376,2024-05-07 18:05:12,PT-2222: Compressor C-122 Suction Pressure - High
5377,2024-05-07 18:05:24,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5378,2024-05-07 18:05:24,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5379,2024-05-07 18:05:24,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5380,2024-05-07 18:05:29,FT-2121: Vessel V-121 Flow Rate - Low
5381,2024-05-07 18:07:31,FT-2121: Vessel V-121 Flow Rate - Low
5382,2024-05-07 18:07:31,LT-1919: Vessel V-119 Liquid Level - Low
5383,2024-05-07 18:07:31,FT-3737: Vessel V-137 Flow Rate - High-High
5384,2024-05-07 18:11:24,FT-2929: Vessel V-129 Flow Rate - Low-Low
5385,2024-05-07 18:14:09,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
5386,2024-05-07 18:16:23,TT-4444: Pump P-144 Inlet Temperature - High
5387,2024-05-07 18:16:23,TT-1616: Pump P-116 Outlet Temperature - Low
5388,2024-05-07 18:16:23,TT-4848: Pump P-148 Outlet Temperature - Low
5389,2024-05-07 18:20:21,LT-7007: Vessel V-107 Liquid Level - High-High
5390,2024-05-07 18:20:21,FV-1001: Vessel V-101 Pressure - High
5391,2024-05-07 18:20:21,LT-3939: Vessel V-139 Liquid Level - Low-Low
5392,2024-05-07 18:21:39,TT-4444: Pump P-144 Inlet Temperature - High
5393,2024-05-07 18:21:39,TT-1616: Pump P-116 Outlet Temperature - Low
5394,2024-05-07 18:21:39,TT-4848: Pump P-148 Outlet Temperature - Low
5395,2024-05-07 18:22:01,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5396,2024-05-07 18:22:01,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5397,2024-05-07 18:22:01,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5398,2024-05-07 18:26:58,TT-4444: Pump P-144 Inlet Temperature - High
5399,2024-05-07 18:26:58,TT-1616: Pump P-116 Outlet Temperature - Low
5400,2024-05-07 18:26:58,TT-4848: Pump P-148 Outlet Temperature - Low
5401,2024-05-07 18:30:12,LT-4343: Vessel V-143 Liquid Level - Low
5402,2024-05-07 18:32:16,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5403,2024-05-07 18:33:19,TT-4848: Pump P-148 Outlet Temperature - Low
5404,2024-05-07 18:33:41,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5405,2024-05-07 18:33:41,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5406,2024-05-07 18:33:41,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5407,2024-05-07 18:34:02,TT-3636: Pump P-136 Inlet Temperature - Low
5408,2024-05-07 18:35:06,PT-6006: Compressor C-106 Suction Pressure - Low
5409,2024-05-07 18:35:31,PT-4242: Compressor C-142 Discharge Pressure - High-High
5410,2024-05-07 18:40:08,PT-3838: Compressor C-138 Suction Pressure - Low
5411,2024-05-07 18:41:37,TT-3232: Pump P-132 Outlet Temperature - Low
5412,2024-05-07 18:46:10,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5413,2024-05-07 18:46:10,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5414,2024-05-07 18:46:10,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5415,2024-05-07 18:48:30,PT-2222: Compressor C-122 Suction Pressure - High
5416,2024-05-07 18:51:37,LT-1515: Vessel V-115 Liquid Level - High-High
5417,2024-05-07 18:55:27,TT-2020: Pump P-120 Inlet Temperature - High-High
5418,2024-05-07 18:56:52,LT-1919: Vessel V-119 Liquid Level - Low
5419,2024-05-07 18:59:01,PT-6006: Compressor C-106 Suction Pressure - Low
5420,2024-05-07 19:02:54,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
5421,2024-05-07 19:06:39,PT-3434: Compressor C-134 Discharge Pressure - Low-Low
5422,2024-05-07 19:11:18,LT-3131: Vessel V-131 Liquid Level - High-High
5423,2024-05-07 19:13:25,PT-3838: Compressor C-138 Suction Pressure - Low
5424,2024-05-07 19:16:35,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
5425,2024-05-07 19:18:14,PT-1414: Compressor C-114 Suction Pressure - Low
5426,2024-05-07 19:22:29,LT-2323: Vessel V-123 Liquid Level - Low-Low
5427,2024-05-07 19:23:25,FT-3333: Vessel V-133 Flow Rate - High
5428,2024-05-07 19:26:31,LT-1515: Vessel V-115 Liquid Level - High-High
5429,2024-05-07 19:28:47,FT-4545: Vessel V-145 Flow Rate - Low-Low
5430,2024-05-07 19:32:23,PT-3030: Compressor C-130 Suction Pressure - High
5431,2024-05-07 19:36:01,FT-1313: Vessel V-113 Flow Rate - High-High
5432,2024-05-07 19:38:10,TT-3636: Pump P-136 Inlet Temperature - Low
5433,2024-05-07 19:42:50,PT-3003: Pump P-103 Discharge Pressure - High-High
5434,2024-05-07 19:46:32,FT-2525: Vessel V-125 Flow Rate - High-High
5435,2024-05-07 19:50:35,PT-3030: Compressor C-130 Suction Pressure - High
5436,2024-05-07 19:54:40,FT-3333: Vessel V-133 Flow Rate - High
5437,2024-05-07 19:56:48,FT-4545: Vessel V-145 Flow Rate - Low-Low
5438,2024-05-07 20:00:34,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5439,2024-05-07 20:00:34,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
5440,2024-05-07 20:00:34,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5441,2024-05-07 20:04:43,LT-2002: Compressor C-102 Liquid Level - Low
5442,2024-05-07 20:06:51,LT-7007: Vessel V-107 Liquid Level - High-High
5443,2024-05-07 20:11:15,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
5444,2024-05-07 20:13:25,FT-2121: Vessel V-121 Flow Rate - Low
5445,2024-05-07 20:13:25,LT-1919: Vessel V-119 Liquid Level - Low
5446,2024-05-07 20:13:25,FT-3737: Vessel V-137 Flow Rate - High-High
5447,2024-05-07 20:15:46,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
5448,2024-05-07 20:15:47,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
5449,2024-05-07 20:17:37,TT-4444: Pump P-144 Inlet Temperature - High
5450,2024-05-07 20:18:45,FT-2929: Vessel V-129 Flow Rate - Low-Low
5451,2024-05-07 20:22:42,FT-2525: Vessel V-125 Flow Rate - High-High
5452,2024-05-07 20:24:27,TT-8008: Pump P-108 Inlet Temperature - Low
5453,2024-05-07 20:24:56,TT-4444: Pump P-144 Inlet Temperature - High
5454,2024-05-07 20:24:56,TT-1616: Pump P-116 Outlet Temperature - Low
5455,2024-05-07 20:24:56,TT-4848: Pump P-148 Outlet Temperature - Low
5456,2024-05-07 20:28:41,FT-3333: Vessel V-133 Flow Rate - High
5457,2024-05-07 20:29:51,LT-4747: Vessel V-147 Liquid Level - High-High
5458,2024-05-07 20:34:29,FT-3737: Vessel V-137 Flow Rate - High-High
5459,2024-05-07 20:37:54,LT-3535: Vessel V-135 Liquid Level - High
5460,2024-05-07 20:38:09,FT-2929: Vessel V-129 Flow Rate - Low-Low
5461,2024-05-07 20:40:47,PT-3434: Compressor C-134 Discharge Pressure - Low-Low
5462,2024-05-07 20:41:31,TT-2424: Pump P-124 Outlet Temperature - High
5463,2024-05-07 20:42:49,FT-3333: Vessel V-133 Flow Rate - High
5464,2024-05-07 20:45:20,PT-1414: Compressor C-114 Suction Pressure - Low
5465,2024-05-07 20:45:20,PT-2626: Compressor C-126 Discharge Pressure - Low
5466,2024-05-07 20:45:20,PT-2222: Compressor C-122 Suction Pressure - High
5467,2024-05-07 20:46:49,TT-3636: Pump P-136 Inlet Temperature - Low
5468,2024-05-07 20:48:28,TT-2020: Pump P-120 Inlet Temperature - High-High
5469,2024-05-07 20:50:07,PT-2222: Compressor C-122 Suction Pressure - High
5470,2024-05-07 20:53:59,PT-4646: Compressor C-146 Suction Pressure - High
5471,2024-05-07 20:55:07,PT-1414: Compressor C-114 Suction Pressure - Low
5472,2024-05-07 20:55:07,PT-2626: Compressor C-126 Discharge Pressure - Low
5473,2024-05-07 20:55:07,PT-2222: Compressor C-122 Suction Pressure - High
5474,2024-05-07 20:55:31,PT-1414: Compressor C-114 Suction Pressure - Low
5475,2024-05-07 20:55:31,PT-2626: Compressor C-126 Discharge Pressure - Low
5476,2024-05-07 20:55:31,PT-2222: Compressor C-122 Suction Pressure - High
